test_e,test_s,problems,,noun_e,noun_s,noun_e,noun_s,pronoun_e,pronoun_s,adjective_e,adjective_s,verb_e,verb_s,adverb_e,adverb_s,preposition_e,preposition_s,conjunction_e,conjunction_s,determiner_e,determiner_s,other_e,other_s,special_e,special_s
,,,,English,engelska,,,,,,,,,,,,,,,,,,,,
,,,,Swedish,svenska,,,,,,,,,,,,,,,,,,,,
,,,,Chinese,kinesiska,,,,,,,,,,,,,,,,,,,,
,,,,WORLD,"VÄRLD (VÄRLDEN, , )",,,,,,,,,,,,,,,,,,,,
,,,,sea,hav,,,,,,,,,,,,,,,,,,,,
,,,,COUNTRY,LAND,,,,,,,,,,,,,,,,,,,,
,,,,region,region,,,,,,,,,,,,,,,,,,,,
,,,,the Nordic countries,Norden,,,,,,,,,,,,,,,,,,,,
,,,,Scandinavia,Skandinavien,,,,,,,,,,,,,,,,,,,,
,,,,Sweden,Sverige,,,,,,,,,,,,,,,,,,,,
,,,,"Swede,Swedish","Svensk (Svensken, Svenskar, Svenskarna)",,,,,,,,,,,,,,,,,,,,
,,,,Norway,Norge,,,,,,,,,,,,,,,,,,,,
,,,,Iceland,Island,,,,,,,,,,,,,,,,,,,,
,,,,Germany,Tyskland,,,,,,,,,,,,,,,,,,,,
,,,,China,Kina,,,,,,,,,,,,,,,,,,,,
,,,,Chinese (language),Kinesiska,,,,,,,,,,,,,,,,,,,,
,,,,Chinese (people),kines,,,,,,,,,,,,,,,,,,,,
,,,,Singapore,Singapore,,,,,,,,,,,,,,,,,,,,
,,,,"PLACE, spot (is i.e. position)",PLATS (ligger),,,,,,,,,,,,,,,,,,,,
,,,,address,"adress (adressen, adresser, adresserna)",,,,,,,,,,,,,,,,,,,,
,,,,area,område(t),,,,,,,,,,,,,,,,,,,,
,,,,"road,way",väg,,,,,,,,,,,,,,,,,,,,
,,,,"turn,corner",hörn(et),,,,,,,,,,,,,,,,,,,,
,,,,avenue,allé,,,,,,,,,,,,,,,,,,,,
,,,,square,torg,,,,,,,,,,,,,,,,,,,,
,,,,street,gata,,,,,,,,,,,,,,,,,,,,
,,,,center (downtown),(i) centrum,,,,,,,,,,,,,,,,,,,,
,,,,"city, town","stad (staden, städer, städerna)",,,,,,,,,,,,,,,,,,,,
,,,,village,by,,,,,,,,,,,,,,,,,,,,
,,,,capital,huvudstad,,,,,,,,,,,,,,,,,,,,
,,,,border,"gränse (, gränser, )",,,,,,,,,,,,,,,,,,,,
,,,,airport,flygplats,,,,,,,,,,,,,,,,,,,,
,,,,port,hamn,,,,,,,,,,,,,,,,,,,,
,,,,property,egendom,,,,,,,,,,,,,,,,,,,,
,,,,building,byggnad,,,,,,,,,,,,,,,,,,,,
,,,,office,kontor(et),,,,,,,,,,,,,,,,,,,,
,,,,department,avdelningen,,,,,,,,,,,,,,,,,,,,
,,,,market,marknad,,,,,,,,,,,,,,,,,,,,
,,,,exchange/stock market,"börs (börsen, , )",,,,,,,,,,,,,,,,,,,,
,,,,store,"butik ( ., butiker, )",,,,,,,,,,,,,,,,,,,,
,,,,store,"affär (affären, , )",,,,,,,,,,,,,,,,,,,,
,,,,business,affärerna,,,,,,,,,,,,,,,,,,,,
,,,,business/company/enterprise/corporation,företag,,,,,,,,,,,,,,,,,,,,
,,,,factory,fabrik,,,,,,,,,,,,,,,,,,,,
,,,,bank,bank,,,,,,,,,,,,,,,,,,,,
,,,,school,"skola (skolan, , )",,,,,,,,,,,,,,,,,,,,
,,,,university,"universitet (universitetet, universitet, universiteten)",,,,,,,,,,,,,,,,,,,,
,,,,church,kyrka,,,,,,,,,,,,,,,,,,,,
,,,,palace,palats(et),,,,,,,,,,,,,,,,,,,,
,,,,castle,slott(et),,,,,,,,,,,,,,,,,,,,
,,,,tower,torn(et),,,,,,,,,,,,,,,,,,,,
,,,,prison,fängelse(t),,,,,,,,,,,,,,,,,,,,
,,,,museum,museum (museet),,,,,,,,,,,,,,,,,,,,
,,,,library,"bibliotek (biblioteket, , )",,,,,,,,,,,,,,,,,,,,
,,,,"cinema,movie theatre",bio,,,,,,,,,,,,,,,,,,,,
,,,,hotel,hotell(et),,,,,,,,,,,,,,,,,,,,
,,,,sauna,bastun,,,,,,,,,,,,,,,,,,,,
,,,,restaurant,restaurang,,,,,,,,,,,,,,,,,,,,
,,,,bakery,"bageri (, bagerier, )",,,,,,,,,,,,,,,,,,,,
,,,,bar,bar,,,,,,,,,,,,,,,,,,,,
,,,,beach,strand,,,,,,,,,,,,,,,,,,,,
,,,,farm,bondgård,,,,,,,,,,,,,,,,,,,,
,,,,greenhouse,växthus,,,,,,,,,,,,,,,,,,,,
,,,,park,park,,,,,,,,,,,,,,,,,,,,
,,,,amusement park,nöjesfält(et),,,,,,,,,,,,,,,,,,,,
,,,,HOUSE,"HUS (HUSET, HUS, HUSEN)",,,,,,,,,,,,,,,,,,,,
,,,,HOME,HEM,,,,,,,,,,,,,,,,,,,,
,,,,condominium,"bostadsrätt http://t.mitt.dn.se/r/?id=hcea9ed76,61c49d77,61c49dbe",,,,,,,,,,,,,,,,,,,,
,,,,room,rum(met),,,,,,,,,,,,,,,,,,,,
,,,,bathroom,badrum(met),,,,,,,,,,,,,,,,,,,,
,,,,toilet,toalett,,,,,,,,,,,,,,,,,,,,
,,,,kitchen,kök(et),,,,,,,,,,,,,,,,,,,,
,,,,NATURE,NATUR,,,,,,,,,,,,,,,,,,,,
,,,,ground,mark,,,,,,,,,,,,,,,,,,,,
,,,,garden,trädgård,,,,,,,,,,,,,,,,,,,,
,,,,lake,sjö,,,,,,,,,,,,,,,,,,,,
,,,,island(s) / the island,ö (öarna) / ön,,,,,,,,,,,,,,,,,,,,
,,,,forest,skog,,,,,,,,,,,,,,,,,,,,
,,,,valley,dal,,,,,,,,,,,,,,,,,,,,
,,,,coast,kust,,,,,,,,,,,,,,,,,,,,
,,,,WEATHER,VÄDER,,,,,,,,,,,,,,,,,,,,
,,,,rain,regn,,,,,,,,,,,,,,,,,,,,
,,,,snow,"snö (snön, , )",,,,,,,,,,,,,,,,,,,,
,,,,TRANSPORTATION,TRANSPORT,,,,,,,,,,,,,,,,,,,,
,,,,vehicle,"fordon (fordonet, -,-)",,,,,,,,,,,,,,,,,,,,
,,,,plane,"flygplan (flygplanet, -, -)",,,,,,,,,,,,,,,,,,,,
,,,,plane,"plan (planet,-,-)",,,,,,,,,,,,,,,,,,,,
,,,,boat ,"båt (,-,båtarna)",,,,,,,,,,,,,,,,,,,,
,,,,ship,"skepp (skeppet,-,-)",,,,,,,,,,,,,,,,,,,,
,,,,train,"tåg (tåget, tåg, tågen) ",,,,,,,,,,,,,,,,,,,,
,,,,subway,"tunnelbana (tunnelbanan,-,-)",,,,,,,,,,,,,,,,,,,,
,,,,bus,"buss (bussen, bussar, bussarna)",,,,,,,,,,,,,,,,,,,,
,,,,stop e.g. Busstop,"hållplats (hållplatsen, -,-)",,,,,,,,,,,,,,,,,,,,
,,,,harbour,". (hamnen, , )",,,,,,,,,,,,,,,,,,,,
,,,,car,"bil (bilen,bilar,-)",,,,,,,,,,,,,,,,,,,,
,,,,bicycle,"cykel (cykeln, cyklar, cyklarna)",,,,,,,,,,,,,,,,,,,,
,,,,motorcycle,motorcykel,,,,,,,,,,,,,,,,,,,,
,,,,suitcase,resväska,,,,,,,,,,,,,,,,,,,,
,,,,backpack,ryggsäck,,,,,,,,,,,,,,,,,,,,
,,,,"visit, visitor",besök,,,,,,,,,,,,,,,,,,,,
,,,,"vacation, holiday",semester,,,,,,,,,,,,,,,,,,,,
,,,,adventure,"- (äventyret,äventyr,-)",,,,,,,,,,,,,,,,,,,,
,,,,trip,resa,,,,,,,,,,,,,,,,,,,,
,,,,abroad,utomlands,,,,,,,,,,,,,,,,,,,,
,,,,map,karta,,,,,,,,,,,,,,,,,,,,
,,,,ticket,"biljett (biljetten,-,biljetterna)",,,,,,,,,,,,,,,,,,,,
,,,,passport,pass,,,,,,,,,,,,,,,,,,,,
,,,,bridge,"bro (bron,-,-)",,,,,,,,,,,,,,,,,,,,
,,,,tourist,"turist (turister,-,-)",,,,,,,,,,,,,,,,,,,,
,,,,CUTLERY,BESTICK,,,,,,,,,,,,,,,,,,,,
,,,,UTENSIL,REDSKAP,,,,,,,,,,,,,,,,,,,,
,,,,plate,tallrik,,,,,,,,,,,,,,,,,,,,
,,,,bowl,"skål (, , skålarna)",,,,,,,,,,,,,,,,,,,,
,,,,spoon,sked,,,,,,,,,,,,,,,,,,,,
,,,,fork,gaffel,,,,,,,,,,,,,,,,,,,,
,,,,knife,kniv,,,,,,,,,,,,,,,,,,,,
,,,,cup,kopp,,,,,,,,,,,,,,,,,,,,
,,,,glass,glas,,,,,,,,,,,,,,,,,,,,
,,,,bottle,"flaska (, flaskor, )",,,,,,,,,,,,,,,,,,,,
,,,,frying pan,"stekpanna (stekpannan, , )",,,,,,,,,,,,,,,,,,,,
,,,,saucepan,"kastrul (kastrullen, , )",,,,,,,,,,,,,,,,,,,,
,,,,DRINK,DRYCK,,,,,,,,,,,,,,,,,,,,
,,,,water,vatten (vattnet),,,,,,,,,,,,,,,,,,,,
,,,,beer,öl,,,,,,,,,,,,,,,,,,,,
,,,,wine,"vin(et, , vinerna)",,,,,,,,,,,,,,,,,,,,
,,,,coffee,kaffe (kaffet),,,,,,,,,,,,,,,,,,,,
,,,,tea,te(et),,,,,,,,,,,,,,,,,,,,
,,,,milk,mjölk,,,,,,,,,,,,,,,,,,,,
,,,,juice,jus/saft(en),,,,,,,,,,,,,,,,,,,,
,,,,FOOD,MAT,,,,,,,,,,,,,,,,,,,,
,,,,bread,bröd(et),,,,,,,,,,,,,,,,,,,,
,,,,sandwich,smörgås,,,,,,,,,,,,,,,,,,,,
,,,,sandwich cake https://www.thelocal.se/20191113/swedish-word-of-the-day-smrgstrta?utm_source=piano&utm_medium=email&utm_campaign=152&tpcc=se-wd&pnespid=ibB1tvtAABaNlZ4PaYZvl_7trVOrxaxlIBVk1A,smörgåstårta,,,,,,,,,,,,,,,,,,,,
,,,,bun,"bulle ( , bullar, )",,,,,,,,,,,,,,,,,,,,
,,,,cake,"tårta, kaka (baked goods)",,,,,,,,,,,,,,,,,,,,
,,,,biscuit,kex,,,,,,,,,,,,,,,,,,,,
,,,,cookie,"kaka ( , kakor, )",,,,,,,,,,,,,,,,,,,,
,,,,pasta,pasta,,,,,,,,,,,,,,,,,,,,
,,,,rice,ris(et),,,,,,,,,,,,,,,,,,,,
,,,,soup,soppa,,,,,,,,,,,,,,,,,,,,
,,,,sauce,sås(en,,,,,,,,,,,,,,,,,,,,
,,,,mustard,senap,,,,,,,,,,,,,,,,,,,,
,,,,pepper,peppar,,,,,,,,,,,,,,,,,,,,
,,,,sugar,socker (sockret),,,,,,,,,,,,,,,,,,,,
,,,,salt,salt,,,,,,,,,,,,,,,,,,,,
,,,,cheese,ost,,,,,,,,,,,,,,,,,,,,
,,,,butter,smör,,,,,,,,,,,,,,,,,,,,
,,,,cream,grädde (grädden,,,,,,,,,,,,,,,,,,,,
,,,,egg,ägg(et),,,,,,,,,,,,,,,,,,,,
,,,,chicken,kyckling,,,,,,,,,,,,,,,,,,,,
,,,,pork,fläskkött(et),,,,,,,,,,,,,,,,,,,,
,,,,beef,nötkött(et),,,,,,,,,,,,,,,,,,,,
,,,,meat,kött(et),,,,,,,,,,,,,,,,,,,,
,,,,sausage,korv (korven,,,,,,,,,,,,,,,,,,,,
,,,,fish,fisk,,,,,,,,,,,,,,,,,,,,
,,,,salmon,lax,,,,,,,,,,,,,,,,,,,,
,,,,herring,sill,,,,,,,,,,,,,,,,,,,,
,,,,fermented herring,surströmming,,,,,,,,,,,,,,,,,,,,
,,,,crayfish,"kräfta (, , kräftorna",,,,,,,,,,,,,,,,,,,,
,,,,prawn,räkor,,,,,,,,,,,,,,,,,,,,
,,,,VEGETABLES,GRÖNSAKER,,,,,,,,,,,,,,,,,,,,
,,,,cucumber,gurka,,,,,,,,,,,,,,,,,,,,
,,,,carrot,"morot(en, morötter",,,,,,,,,,,,,,,,,,,,
,,,,potato,potatis,,,,,,,,,,,,,,,,,,,,
,,,,onion,lök,,,,,,,,,,,,,,,,,,,,
,,,,garlic,vitlök,,,,,,,,,,,,,,,,,,,,
,,,,semla,"semla (, semlor, ) https://sweden.se/culture-traditions/the-semla-more-than-just-a-bun/",,,,,,,,,,,,,,,,,,,,
,,,,cinnamon,kanel,,,,,,,,,,,,,,,,,,,,
,,,,FRUIT,FRUKT,,,,,,,,,,,,,,,,,,,,
,,,,apple,äpple(t),,,,,,,,,,,,,,,,,,,,
,,,,orange,apelsin,,,,,,,,,,,,,,,,,,,,
,,,,lemon,citron,,,,,,,,,,,,,,,,,,,,
,,,,strawberry,jordgubbe,,,,,,,,,,,,,,,,,,,,
,,,,tomato,tomat,,,,,,,,,,,,,,,,,,,,
,,,,berry,"bär (bäret, bär, bären)",,,,,,,,,,,,,,,,,,,,
,,,,raspberry,hallon,,,,,,,,,,,,,,,,,,,,
,,,,ANIMALS/THE ANIMAL,DJUR/ET,,,,,,,,,,,,,,,,,,,,
,,,,horse,häst,,,,,,,,,,,,,,,,,,,,
,,,,dog,"hund (hunden, hundar, hundarna)",,,,,,,,,,,,,,,,,,,,
,,,,cat,katt,,,,,,,,,,,,,,,,,,,,
,,,,bird/birds,fågel/fåglar,,,,,,,,,,,,,,,,,,,,
,,,,bear,björn,,,,,,,,,,,,,,,,,,,,
,,,,duck,anka,,,,,,,,,,,,,,,,,,,,
,,,,moose,älg,,,,,,,,,,,,,,,,,,,,
,,,,turtle,sköldpadda,,,,,,,,,,,,,,,,,,,,
,,,,crab,krabba,,,,,,,,,,,,,,,,,,,,
,,,,elephant,elefant,,,,,,,,,,,,,,,,,,,,
,,,,spider/spiders,spindel/n,,,,,,,,,,,,,,,,,,,,
,,,,mouse/mice,mus/möss,,,,,,,,,,,,,,,,,,,,
,,,,wolf,varg,,,,,,,,,,,,,,,,,,,,
,,,,ant/s,myra/myror,,,,,,,,,,,,,,,,,,,,
,,,,reindeer,ren,,,,,,,,,,,,,,,,,,,,
,,,,rhinoceros,noshörning,,,,,,,,,,,,,,,,,,,,
,,,,CLOTHES,KLÄDER,,,,,,,,,,,,,,,,,,,,
,,,,hat,hatt,,,,,,,,,,,,,,,,,,,,
,,,,spectacles,glasögon,,,,,,,,,,,,,,,,,,,,
,,,,headphones,hörlurar,,,,,,,,,,,,,,,,,,,,
,,,,mask,mask,,,,,,,,,,,,,,,,,,,,
,,,,scarf,halsduk,,,,,,,,,,,,,,,,,,,,
,,,,tie,slips,,,,,,,,,,,,,,,,,,,,
,,,,shirt,skjorta,,,,,,,,,,,,,,,,,,,,
,,,,jacket,jacka,,,,,,,,,,,,,,,,,,,,
,,,,sweater,tröja,,,,,,,,,,,,,,,,,,,,
,,,,suit,kostym,,,,,,,,,,,,,,,,,,,,
,,,,coat,rock,,,,,,,,,,,,,,,,,,,,
,,,,button,knapp,,,,,,,,,,,,,,,,,,,,
,,,,pocket,ficka,,,,,,,,,,,,,,,,,,,,
,,,,glove,handske,,,,,,,,,,,,,,,,,,,,
,,,,belt,skärp,,,,,,,,,,,,,,,,,,,,
,,,,dress,klänning,,,,,,,,,,,,,,,,,,,,
,,,,skirt,kjol,,,,,,,,,,,,,,,,,,,,
,,,,pants,byxor,,,,,,,,,,,,,,,,,,,,
,,,,shoe/s,sko/r,,,,,,,,,,,,,,,,,,,,
,,,,sock/s,strumpa/strumpor,,,,,,,,,,,,,,,,,,,,
,,,,paint,färg,,,,,,,,,,,,,,,,,,,,
,,,,CHEMISTRY,KEMI,,,,,,,,,,,,,,,,,,,,
,,,,carbon,kol,,,,,,,,,,,,,,,,,,,,
,,,,oxygen,syre,,,,,,,,,,,,,,,,,,,,
,,,,carbon dioxide,koldioxid,,,,,,,,,,,,,,,,,,,,
,,,,hydrogen,väte,,,,,,,,,,,,,,,,,,,,
,,,,force,kraft,,,,,,,,,,,,,,,,,,,,
,,,,nuclear power,kärnkraft,,,,,,,,,,,,,,,,,,,,
